Date;CowID;LamenessSchema;Drug;LamenessDays
07.09.2021;RU3101090126733;Схема №1 Язва Монтелларо;КЛУБН.3;8
07.09.2021;RU3101150108114;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
07.09.2021;RU3101090127445;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;RU3101090128796;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3101090129915;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
07.09.2021;NL0758134545;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3101090129573;Схема №1 Язва Монтелларо;КЛУБН.3;8
07.09.2021;RU3101090126314;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;DE0358675881;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
07.09.2021;RU3101090125937;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3111005016403;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
07.09.2021;DE0539008775;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
07.09.2021;RU3110204120633;Схема №3.41 Артрит;С3.41.3Q;8
07.09.2021;RU3101090125092;Нет схемы;ЯЗВ+К24Q;0
07.09.2021;RU3101090120457;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;NL0663852785;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;NL0867676930;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;DE0358914686;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
07.09.2021;RU3101090124724;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3101150166454;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3111005017043;Схема №3.41 Артрит;С3.41.3Q;8
07.09.2021;NL0757031788;Схема №3 Язва Рустергольца;ЯЗВ+К.1Q;8
07.09.2021;NL0749642558;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
07.09.2021;RU3101090128914;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;RU3101150108024;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
07.09.2021;NL0878421055;Схема №2 Язва Рустергольца;ТИЛОМА 3Q;8
07.09.2021;DE0360545111;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;RU3110204130424;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
07.09.2021;RU3110204122760;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
07.09.2021;RU3110204122379;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
07.09.2021;RU3101090130317;Нет схемы;ЯЗВАР.3Q;0
07.09.2021;RU3101150108219;Схема №1 Язва Монтелларо;КЛУБН.4;8
07.09.2021;DE0360917183;Схема №1 Язва Монтелларо;КЛУБН.3;8
07.09.2021;RU3101050300874;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
07.09.2021;RU3101150108386;Схема №1 Язва Монтелларо;КЛУБН.3;8
07.09.2021;RU3101150106281;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
07.09.2021;NL0928618459;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
07.09.2021;RU3101150166235;Схема №1 Язва Монтелларо;КЛУБН.4;8
08.09.2021;NL0636122497;Схема №3.41 Артрит;C3.41.3Q;8
08.09.2021;RU3101100548263;Схема №3.41 Артрит;С3.41.1Q;8
08.09.2021;DE1603623373;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
08.09.2021;DE0360796676;Схема №3 Язва Рустергольца;YAZ+K.4Q;8
08.09.2021;NL0946955127;Схема №3 Язва Рустергольца;ЯЗВ+К.1Q;8
08.09.2021;RU3111005007127;Схема №2 Язва Рустергольца;YAZVA.3Q;8
08.09.2021;RU3111005003832;Схема №1 Язва Монтелларо;КЛУБН.1Q;8
08.09.2021;NL0598475176;Схема №3 Язва Рустергольца;YAZ+K.1Q;8
08.09.2021;RU3111005007545;Схема №2 Язва Рустергольца;YAZVA.3Q;8
08.09.2021;DE0361168993;Схема №2 Язва Рустергольца;YAZVA.3Q;8
08.09.2021;NL0921661595;Схема №1 Язва Монтелларо;КЛУБН.4Q;8
08.09.2021;NL0875976538;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q П;8
08.09.2021;NL0869965809;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q П;8
08.09.2021;NL0719730140;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
08.09.2021;NL0657473044;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
08.09.2021;NL0655144922;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
08.09.2021;RU3111005002943;Схема №2 Язва Рустергольца;YAZVA.4Q;8
08.09.2021;NL0749898423;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
08.09.2021;NL0714639695;Схема №2 Язва Рустергольца;YAZVA.4Q;8
08.09.2021;NL0895967963;Схема №3.5 Флегмона;СХ3.5.3Q;8
08.09.2021;RU3101090129263;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
08.09.2021;RU3101090128464;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
08.09.2021;RU3101090118869;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
08.09.2021;RU3101150166138;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
08.09.2021;RU3101090125849;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
08.09.2021;RU3110204121816;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
08.09.2021;RU3101090120167;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
08.09.2021;RU3101090116521;Схема №2 Язва Рустергольца;ЯЗВАР34Q;8
08.09.2021;RU3101090117025;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
08.09.2021;DE0358665609;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
08.09.2021;RU3101090118571;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
08.09.2021;RU3101090118863;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
08.09.2021;RU3101090117764;Схема №2 Язва Рустергольца;ЯЗВАР34Q;8
08.09.2021;RU3101090119709;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
08.09.2021;RU3101090117681;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
08.09.2021;RU3111005048025;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
09.09.2021;RU3110204121158;Схема №3.41 Артрит;С3.41.4Q;8
09.09.2021;NL0718123990;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
09.09.2021;NL0636122497;Схема №2 Язва Рустергольца;ЯЗВАР.3Q П;8
09.09.2021;RU3101100503648;Схема №3.5 Флегмона;СХ3.5.4Q;8
09.09.2021;RU3111005046170;Схема №2 Язва Рустергольца;ТИЛОМА 3Q;8
09.09.2021;RU3111005016403;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
09.09.2021;RU3101090118571;Схема №3.41 Артрит;С3.41.4Q;8
09.09.2021;NL0867676930;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q П;8
09.09.2021;NL0663852785;Схема №1 Язва Монтелларо;КЛУБН.4Q;8
09.09.2021;RU3110204140205;Схема №3.41 Артрит;АМОКСИГ;8
09.09.2021;NL0878421055;Схема №2 Язва Рустергольца;ТИЛОМА 3Q;8
09.09.2021;NL0749608170;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
09.09.2021;DE0358914686;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
09.09.2021;DE0539008775;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
09.09.2021;NL0749642558;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
09.09.2021;RU3111005002010;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
09.09.2021;NL0754076476;Схема №2 Язва Рустергольца;ЯЗВАР.1Q П;8
09.09.2021;NL0758134545;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
09.09.2021;NL0945355388;Схема №2 Язва Рустергольца;YAZVA.3Q;8
09.09.2021;NL0620411288;Схема №2 Язва Рустергольца;YAZVA.4Q;8
09.09.2021;DE0360499097;Схема №2 Язва Рустергольца;YAZVA.1Q;8
09.09.2021;RU3101090124434;Схема №2 Язва Рустергольца;ЯЗВАР23Q;8
09.09.2021;RU3101090129851;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
09.09.2021;RU3101090127761;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
09.09.2021;RU3101090126298;Схема №2 Язва Рустергольца;ЯЗВАР23Q;8
09.09.2021;RU3101090125315;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
09.09.2021;RU3101090125530;Нет схемы;ЯЗВ+К34Q;0
09.09.2021;RU3101150166826;Схема №3.41 Артрит;КОН БЕНС;8
10.09.2021;RU3101050305257;Схема №1 Язва Монтелларо;КЛУБН.3;8
10.09.2021;RU3111005048041;Схема №3.41 Артрит;С3.41.4Q;8
10.09.2021;RU3101090116521;Схема №3.41 Артрит;С3.41.34;8
10.09.2021;RU3101150106281;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
10.09.2021;DE0358643685;Схема №1 Язва Монтелларо;КЛУБН.4Q;8
10.09.2021;RU3101150108024;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
10.09.2021;RU3101150108386;Схема №1 Язва Монтелларо;КЛУБН.3;8
10.09.2021;RU3111005007108;Схема №2 Язва Рустергольца;YAZVA.4Q;8
10.09.2021;NL0652749003;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q П;8
10.09.2021;HU3372974768;Схема №2 Язва Рустергольца;YAZVA.3Q;8
10.09.2021;RU3101150108114;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
10.09.2021;NL0657006213;Схема №1 Язва Монтелларо;КЛУБН.4Q;8
10.09.2021;RU3110204121421;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
10.09.2021;NL0620213761;Схема №2 Язва Рустергольца;ЯЗВАР.2,3Q П;8
10.09.2021;NL0754076476;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
10.09.2021;NL0656816969;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
10.09.2021;DE0360180700;Схема №2 Язва Рустергольца;YAZVA.3Q;8
10.09.2021;NL0875948676;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
10.09.2021;RU3111005007090;Схема №2 Язва Рустергольца;YAZVA.3Q;8
10.09.2021;HU3729705195;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
10.09.2021;NL0744878040;Схема №2 Язва Рустергольца;YAZVA.4Q;8
10.09.2021;RU3101090129661;Схема №1 Язва Монтелларо;КЛУБН.3;8
10.09.2021;RU3111005006202;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
10.09.2021;RU3101090129573;Схема №1 Язва Монтелларо;КЛУБН.3;8
10.09.2021;NL0882046994;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
10.09.2021;RU3101050300874;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
10.09.2021;DE0539165845;Схема №3 Язва Рустергольца;YAZ+K.4Q;8
10.09.2021;RU3101090129066;Схема №3.41 Артрит;С3.41.3Q;8
10.09.2021;RU3101090130317;Схема №3.41 Артрит;С3.41.3Q;8
10.09.2021;RU3101090119586;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
10.09.2021;RU3110204122379;Схема №3.5 Флегмона;СХ3.5.3Q;8
10.09.2021;RU3101090130317;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
10.09.2021;RU3110204122760;Схема №3.5 Флегмона;СХ3.5.3Q;8
10.09.2021;RU3110204122379;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
10.09.2021;RU3110204130424;Схема №3.5 Флегмона;СХ3.5.4Q;8
10.09.2021;RU3110204122235;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
10.09.2021;RU3110204130424;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
10.09.2021;RU3101090130317;Схема №3.5 Флегмона;СХ3.5.3Q;8
10.09.2021;RU3110204140205;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
10.09.2021;RU3110204140205;Схема №3.5 Флегмона;СХ3.5.3Q;8
10.09.2021;RU3110204122760;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
10.09.2021;RU3101050305257;Нет схемы;КЛУБН.3;0
11.09.2021;RU3101090117441;Схема №3.41 Артрит;С3.41.4Q;8
11.09.2021;RU3110204122760;Схема №3.41 Артрит;С3.41.3Q;8
11.09.2021;RU3101090120167;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
11.09.2021;RU3101090156446;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
11.09.2021;RU3101090117681;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
11.09.2021;RU3101090117764;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
11.09.2021;RU3101090119709;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
11.09.2021;RU3111005046301;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
11.09.2021;DE0358665609;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
11.09.2021;RU3101090117441;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
11.09.2021;DE0035862377;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
11.09.2021;NL0594873989;Схема №1 Язва Монтелларо;KLUBN.4Q;8
11.09.2021;NL7323593483;Схема №1 Язва Монтелларо;KLUBN.4Q;8
11.09.2021;NL0725739603;Схема №3.41 Артрит;ЦЕФТИОМИТ;8
11.09.2021;NL0594873989;Схема №2 Язва Рустергольца;YAZVA.4Q;8
11.09.2021;DE0360562203;Схема №2 Язва Рустергольца;YAZVA.3Q;8
11.09.2021;NL7323593483;Схема №2 Язва Рустергольца;YAZVA.4Q;8
12.09.2021;RU3101090130170;Схема №3.41 Артрит;С3.41.3Q;8
12.09.2021;RU3101090156586;Схема №3.5 Флегмона;СХ3.5.3Q;8
12.09.2021;DE0358669165;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
12.09.2021;RU3101090116463;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
12.09.2021;RU3101090117486;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
12.09.2021;RU3101090116629;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
12.09.2021;RU3101090120661;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
12.09.2021;RU3101090117017;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
12.09.2021;DE0359924326;Схема №2 Язва Рустергольца;ЯЗВАР.34;8
12.09.2021;RU3111005048026;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
12.09.2021;NL0660151881;Схема №3.41 Артрит;C3.41.4Q;8
12.09.2021;RU3101090119941;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
12.09.2021;RU3101090115777;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
12.09.2021;DE0358669151;Схема №2 Язва Рустергольца;ЯЗВАР.34;8
13.09.2021;RU3101090119679;Схема №3.41 Артрит;С3.41.4Q;8
13.09.2021;RU3101150166469;Схема №3.41 Артрит;С3.41.1Q;8
13.09.2021;RU3111005046301;Схема №3.41 Артрит;С3.41.4Q;8
13.09.2021;RU3101100503648;Схема №3.41 Артрит;C3.41.4Q;8
13.09.2021;NL0738324133;Схема №2 Язва Рустергольца;YAZVA.4Q;8
13.09.2021;NL0895132080;Схема №2 Язва Рустергольца;YAZVA.4Q;8
13.09.2021;RU3111005007044;Схема №3 Язва Рустергольца;YAZ+K.3Q;8
13.09.2021;NL0618750720;Схема №2 Язва Рустергольца;YAZVA.4Q;8
13.09.2021;NL0669302541;Схема №2 Язва Рустергольца;YAZVA.3Q;8
13.09.2021;DE0538848520;Схема №3 Язва Рустергольца;ЯЗВ+К.1Q;8
13.09.2021;RU3110204130442;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
13.09.2021;RU3111005017945;Нет схемы;ЯЗВ+К.4Q;0
14.09.2021;RU3101090129263;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
14.09.2021;NL0660151881;Схема №3.5 Флегмона;СХ3.5.4Q;8
14.09.2021;NL0754076476;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
14.09.2021;NL0920835353;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3101100503648;Схема №3.5 Флегмона;СХ3.5.4Q;8
14.09.2021;NL0636122497;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3111005017043;Схема №3.41 Артрит;С3.41.3Q;8
14.09.2021;RU3111005007509;Схема №3 Язва Рустергольца;ЯЗВ+К.1Q;8
14.09.2021;NL0875948676;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3101150166826;Схема №3.41 Артрит;КОН ЛИНК;8
14.09.2021;DE0361089852;Схема №2 Язва Рустергольца;YAZVA.4Q;8
14.09.2021;DE0359620383;Схема №3 Язва Рустергольца;YAZ+K.1Q;8
14.09.2021;RU3101090126045;Нет схемы;ЯЗВ+К.4Q;0
14.09.2021;RU3101150108024;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
14.09.2021;NL0620213761;Схема №2 Язва Рустергольца;ЯЗВАР.2,3Q;8
14.09.2021;NL0875976538;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;NL0725739603;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
14.09.2021;DE0360917183;Схема №1 Язва Монтелларо;КЛУБН.3;8
14.09.2021;RU3101150108114;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
14.09.2021;RU3101150108467;Схема №2 Язва Рустергольца;ЯЗВАР.4;8
14.09.2021;NL0652749003;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
14.09.2021;NL0867676930;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;NL0869965809;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
14.09.2021;DE0360759205;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
14.09.2021;RU3101090116521;Схема №2 Язва Рустергольца;ЯЗВАР.34;8
14.09.2021;DE0359924326;Схема №2 Язва Рустергольца;ЯЗВАР234;8
14.09.2021;RU3111005048041;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;RU3111005046301;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;RU3101090118921;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3111005048033;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3101090118571;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;DE0360006236;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
14.09.2021;RU3101090120796;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;RU3110204121339;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
14.09.2021;RU3101090130317;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3110204140205;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3110204122760;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
14.09.2021;RU3110204130223;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;RU3110204130424;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
14.09.2021;RU3101150166235;Схема №1 Язва Монтелларо;КЛУБН.4;8
15.09.2021;NL0636122497;Схема №3.41 Артрит;C3.41.3Q;8
15.09.2021;RU3101090120720;Схема №3.41 Артрит;С3.41.4Q;8
15.09.2021;RU3101090116463;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;RU3101090156446;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;DE1501162580;Схема №2 Язва Рустергольца;YAZVA.4Q;8
15.09.2021;DE0358485844;Схема №2 Язва Рустергольца;YAZVA.4Q;8
15.09.2021;RU3101090115895;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;DE0358644106;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;RU3101090120167;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
15.09.2021;NL0713794784;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;RU3111005008903;Схема №2 Язва Рустергольца;YAZVA.4Q;8
15.09.2021;RU3111005008897;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;RU3111005017161;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;RU3101090117764;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;NL0843140480;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;DE0358669165;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;RU3101090118793;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
15.09.2021;RU3111005007537;Схема №3 Язва Рустергольца;YAZ+K.3Q;8
15.09.2021;RU3101090117681;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;RU3101090117486;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
15.09.2021;NL0668993298;Схема №3 Язва Рустергольца;YAZ+K.3Q;8
15.09.2021;RU3111005007673;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;DE0035862377;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;DE0358665609;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;NL0665754298;Схема №2 Язва Рустергольца;YAZVA.4Q;8
15.09.2021;NL0737280579;Схема №2 Язва Рустергольца;YAZVA.3Q;8
15.09.2021;DE0539105468;Схема №3 Язва Рустергольца;ЯЗВ+К.2Q;8
15.09.2021;NL0653446648;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
15.09.2021;RU3101090119679;Нет схемы;ЯЗВ+К.4Q;0
15.09.2021;RU3101150166138;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
15.09.2021;RU3101090118869;Схема №2 Язва Рустергольца;ЯЗВАР24Q;8
15.09.2021;RU3101090128464;Нет схемы;ЯЗВ+К.2Q;0
15.09.2021;RU3101090130170;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;RU3101090129066;Нет схемы;ЯЗВ+К.3Q;0
15.09.2021;RU3110204130832;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
15.09.2021;RU3110204130742;Схема №2 Язва Рустергольца;ЯЗВАР.1Q;8
15.09.2021;NL0931406090;Схема №2 Язва Рустергольца;ТИЛОМА 3Q;8
15.09.2021;NL0643113268;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
16.09.2021;RU3101090118863;Схема №3.41 Артрит;С3.41.4Q;8
16.09.2021;RU3101090118869;Схема №3.41 Артрит;АМОКС.2Q;8
16.09.2021;RU3101090129066;Схема №3.41 Артрит;АМОКС.3Q;8
16.09.2021;RU3111005017189;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;NL0718460462;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;RU3111005017447;Схема №2 Язва Рустергольца;YAZVA.3Q;8
16.09.2021;RU3111005017742;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;NL0628722359;Схема №1 Язва Монтелларо;KLUBN.4Q;8
16.09.2021;NL0945355388;Схема №3 Язва Рустергольца;YAZ+K.3Q;8
16.09.2021;NL0940777152;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;DE0539165845;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;RU3111005008968;Схема №3 Язва Рустергольца;YAZ+K.4Q;8
16.09.2021;RU3111005007296;Схема №3 Язва Рустергольца;YAZ+K.4Q;8
16.09.2021;NL0597711512;Схема №2 Язва Рустергольца;YAZVA.3Q;8
16.09.2021;DE0360750862;Схема №2 Язва Рустергольца;YAZVA.4Q;8
16.09.2021;NL0879312736;Схема №2 Язва Рустергольца;YAZVA.3Q;8
16.09.2021;NL0744878040;Схема №3 Язва Рустергольца;YAZ+K.4Q;8
16.09.2021;RU3111005007668;Схема №2 Язва Рустергольца;YAZVA.3Q;8
16.09.2021;RU3101090125899;Нет схемы;ЯЗВ+К34Q;0
16.09.2021;RU3111005017577;Нет схемы;ЯЗВ+К.3Q;0
16.09.2021;RU3110204140205;Схема №3.41 Артрит;АМОКС;8
16.09.2021;NL0880763109;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
16.09.2021;RU3111005017733;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
16.09.2021;NL0712657727;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
16.09.2021;RU3111005006202;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
16.09.2021;RU3111005046129;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
16.09.2021;NL0895967963;Схема №3.5 Флегмона;СХ3.5.3Q;8
16.09.2021;NL0655825995;Схема №3 Язва Рустергольца;ЯЗВ+К.2Q;8
16.09.2021;NL0743523257;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
16.09.2021;NL0942634570;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
16.09.2021;NL0922890020;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
16.09.2021;NL0870347575;Схема №3 Язва Рустергольца;ЯЗВ+К.2Q;8
16.09.2021;RU3101100546208;Схема №1 Язва Монтелларо;РЕМИССИЯКЛУБН.3Q;8
16.09.2021;HU3729705195;Схема №1 Язва Монтелларо;КЛУБН.3Q;8
16.09.2021;NL0655111180;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
17.09.2021;HU3372972414;Схема №3.5 Флегмона;CX3.5.1Q;8
17.09.2021;RU3101150108003;Схема №2 Язва Рустергольца;ЯЗВАР.3;8
17.09.2021;RU3110204120633;Схема №3.41 Артрит;С3.41.3Q;8
17.09.2021;RU3111005048041;Схема №3.41 Артрит;С3.41.4Q;8
17.09.2021;RU3101090116521;Схема №3.41 Артрит;С3.41.34;8
17.09.2021;RU3101090130317;Схема №3.41 Артрит;С3.41.3Q;8
17.09.2021;RU3110204122885;Схема №3.5 Флегмона;СХ3.5.4Q;8
17.09.2021;RU3110204120633;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
17.09.2021;RU3111005017803;Схема №3.5 Флегмона;СХ3.5.3Q;8
17.09.2021;RU3110204120272;Схема №2 Язва Рустергольца;ЯЗВАР.2Q;8
17.09.2021;RU3111005017043;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
17.09.2021;RU3110204122885;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
17.09.2021;RU3110204140500;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
17.09.2021;RU3111005017803;Схема №3 Язва Рустергольца;ЯЗВ+К.3Q;8
17.09.2021;RU3110204140500;Схема №3.5 Флегмона;СХ3.5.3Q;8
17.09.2021;RU3110204130424;Схема №2 Язва Рустергольца;ЯЗВАР.4Q;8
17.09.2021;RU3101090130317;Схема №2 Язва Рустергольца;ЯЗВАР.3Q;8
17.09.2021;NL0875948676;Схема №3 Язва Рустергольца;ЯЗВ+К.4Q;8
17.09.2021;NL0741884107;Схема №3 Язва Рустергольца;ЯЗВ+К.2Q;8
