Date;CowID;TherSchema;TherPrep;TherDays
01.07.2021;RU3110204122652;Схема №22.1 (родовспоможение);ДЕКСА;4
01.07.2021;RU3101090130110;Схема №22.1 (родовспоможение);СХ№22.1;4
01.07.2021;RU3110204122652;Нет схемы;ДЕКСА;NULL
01.07.2021;RU3101090130110;Нет схемы;СХ№22.1;NULL
01.07.2021;RU3101090130110;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
01.07.2021;RU3110204122652;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
02.07.2021;NL0662917540;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.07.2021;NL0662917540;Нет схемы;КАПЕЛЬНЦ;NULL
04.07.2021;RU3101090127010;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.07.2021;RU3101090127552;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.07.2021;RU3111005046357;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.07.2021;RU3101090127552;Нет схемы;КАПЕЛЬНЦ;NULL
04.07.2021;RU3111005046357;Нет схемы;КАПЕЛЬНЦ;NULL
04.07.2021;RU3101090127010;Нет схемы;КАПЕЛЬНЦ;NULL
05.07.2021;RU3110204121993;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
05.07.2021;DE0360411470;Схема №4.1 (поддерживающая коровы);ЮБЕРИН;4
05.07.2021;DE0360411470;Нет схемы;ЮБЕРИН;NULL
05.07.2021;RU3110204121993;Нет схемы;БОРГЛ;NULL
12.07.2021;NL0879312990;Схема №22.1 (родовспоможение);CX22.1;4
12.07.2021;NL0879312990;Нет схемы;CX22.1;NULL
12.07.2021;NL0879312990;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
13.07.2021;RU3101090116521;Схема №22.1 (родовспоможение);СХ№22.1;4
13.07.2021;RU3101090116521;Нет схемы;СХ№22.1;NULL
13.07.2021;RU3101090116521;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
14.07.2021;RU3101090120383;Схема №4.1 (поддерживающая коровы);ЮБЕРИН;4
14.07.2021;RU3101090124969;Схема №22.1 (родовспоможение);ДЕК+АНТИ;4
14.07.2021;RU3101090124969;Нет схемы;ДЕК+АНТИ;NULL
14.07.2021;RU3101090120383;Нет схемы;ЮБЕРИН;NULL
14.07.2021;RU3101090124969;Схема №22.1 (родовспоможение, отек вымени);ДЕК+АНТИ;4
15.07.2021;RU3101100546211;Схема №22.1 (родовспоможение);СХ№22.1;4
15.07.2021;RU3101090127777;Схема №22.1 (родовспоможение);СХ№22.1;4
15.07.2021;RU3101090127777;Нет схемы;СХ№22.1;NULL
15.07.2021;RU3101100546211;Нет схемы;СХ№22.1;NULL
15.07.2021;RU3101090127777;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
15.07.2021;RU3101100546211;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
17.07.2021;RU3101090126486;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
17.07.2021;RU3101090119531;Схема №22.1 (родовспоможение);СХ№22.1;4
17.07.2021;RU3101090126486;Нет схемы;КАПЕЛЬНЦ;NULL
17.07.2021;RU3101090119531;Нет схемы;СХ№22.1;NULL
17.07.2021;RU3101090119531;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
20.07.2021;DE0360689541;Нет схемы;ЮБЕРИН;NULL
20.07.2021;DE0360689541;Схема №4.1 (поддерживающая коровы);ЮБЕРИН;4
21.07.2021;RU3110204122761;Нет схемы;ДЕКСА;NULL
21.07.2021;RU3101090156245;Нет схемы;ДЕКСА;NULL
21.07.2021;RU3101090156245;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
21.07.2021;RU3110204122761;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
22.07.2021;RU3101090128919;Нет схемы;СХ№22.1;NULL
22.07.2021;RU3101090130251;Нет схемы;СХ№22.1;NULL
22.07.2021;RU3101090128919;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
22.07.2021;RU3101090130251;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
23.07.2021;RU3111005017803;Нет схемы;БОРГЛ;NULL
23.07.2021;RU3111005017803;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
23.07.2021;RU3101090130029;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
24.07.2021;RU3111005016582;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
24.07.2021;RU3101150166448;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
24.07.2021;RU3101090120796;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
24.07.2021;RU3110204130848;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
27.07.2021;RU3101090118863;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
28.07.2021;RU3101150106037;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
29.07.2021;RU3110204121569;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3110204140644;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3110204120469;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3110204122870;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3101090130228;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3110204140878;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
29.07.2021;RU3110204121073;Схема №24.1 (острое гипергликемическое состояние);АЛМЕКСИЛ;4
03.08.2021;RU3110204121060;Схема №32.3 (поддерживающая молодняк);РИНГНет схемыЛ;1
04.08.2021;RU3101100547753;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
05.08.2021;RU3101090119834;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
06.08.2021;RU3110204122767;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
06.08.2021;RU3110204121362;Схема №4.1 (поддерживающая коровы);КАЛЬФОТ;4
07.08.2021;RU3101090117689;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
07.08.2021;RU3101090116622;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
07.08.2021;RU3101090117421;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
08.08.2021;RU3101090156415;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
08.08.2021;RU3101090118668;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
10.08.2021;NL0670413412;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
11.08.2021;RU3110204122767;Схема №32.3 (поддерживающая молодняк);КАЛЬ+АЛМ;1
11.08.2021;NL0670413412;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
12.08.2021;RU3101090120573;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
12.08.2021;RU3101090119712;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
12.08.2021;RU3101090116587;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
12.08.2021;RU3101090120027;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
14.08.2021;RU3111005003338;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
15.08.2021;RU3111005048019;Схема №4.1 (поддерживающая коровы);ЮБЕРИН;4
15.08.2021;RU3101090156377;Схема №4.1 (поддерживающая коровы);ЮБЕРИН;4
16.08.2021;RU3110204122767;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
16.08.2021;RU3110204121362;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
17.08.2021;RU3101090127628;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
17.08.2021;RU3101090120052;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
18.08.2021;RU3101090127628;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
18.08.2021;RU3101100547753;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
19.08.2021;RU3101090156378;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
19.08.2021;RU3110204122632;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
20.08.2021;RU3101090156377;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
20.08.2021;RU3101090156377;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
20.08.2021;RU3101090156281;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
22.08.2021;RU3101090120858;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
22.08.2021;RU3101090116907;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
23.08.2021;RU3111005017279;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
24.08.2021;RU3101090119900;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
24.08.2021;RU3101090117618;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
25.08.2021;RU3101090117618;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
25.08.2021;DE0358676088;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
25.08.2021;RU3101090126539;Схема №22.1 (родовспоможение, отек вымени);КОФДЕКСА;4
27.08.2021;RU3101090118678;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
28.08.2021;RU3101090117441;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
29.08.2021;RU3101090117769;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
29.08.2021;RU3101090126539;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
29.08.2021;RU3101090126314;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
31.08.2021;RU3101090176060;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
01.09.2021;RU3101090119851;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
01.09.2021;RU3101090156416;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
01.09.2021;RU3101090120021;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
02.09.2021;RU3110204122760;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
02.09.2021;RU3110204122844;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
02.09.2021;RU3110204122832;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
03.09.2021;RU3110204122760;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
03.09.2021;DE0358644106;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
03.09.2021;RU3111005016734;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
03.09.2021;RU3101150166170;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.09.2021;RU3101090119894;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
04.09.2021;RU3101090118623;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
04.09.2021;RU3111005017630;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
05.09.2021;RU3101090129312;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
06.09.2021;RU3101100547786;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
07.09.2021;RU3101090156503;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
07.09.2021;RU3101090118826;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
07.09.2021;RU3101090118853;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
07.09.2021;RU3101090127784;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
07.09.2021;RU3101100546512;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
08.09.2021;RU3101090118567;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
09.09.2021;DE0361091585;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
10.09.2021;RU3101090117975;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
11.09.2021;RU3101100548674;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
13.09.2021;RU3101090156398;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
13.09.2021;RU3101090125556;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
13.09.2021;RU3101090119754;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
13.09.2021;RU3101150108731;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
14.09.2021;RU3101090128034;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
18.09.2021;RU3101090118633;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
21.09.2021;RU3111005046357;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
23.09.2021;RU3110204140992;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
24.09.2021;HU3372948895;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
25.09.2021;RU3101090129199;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
26.09.2021;RU3101020408886;Схема №21.1 (родовспоможение);КАЛЬ+ГИП;3
26.09.2021;NL0874158724;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
26.09.2021;RU3101090125385;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
26.09.2021;RU3101090157450;Нет схемы;ИММУНОФА;NULL
27.09.2021;RU3111005048950;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
28.09.2021;RU3101090156406;Схема №22.1 (родовспоможение, отек вымени);ИХТИОЛ;4
30.09.2021;NL0937274424;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
30.09.2021;RU3101150108816;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
30.09.2021;RU3101090126507;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
30.09.2021;RU3101090128034;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
01.10.2021;RU3101090156641;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
01.10.2021;RU3101090119920;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
03.10.2021;RU3101090129300;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.10.2021;RU3101090128034;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
04.10.2021;NL0599574544;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
08.10.2021;RU3111005017965;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
08.10.2021;NL0675335755;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
09.10.2021;RU3111005048837;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
11.10.2021;RU3101090126972;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
13.10.2021;RU3101090127886;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
14.10.2021;RU3101090128034;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
17.10.2021;RU3101090117489;Схема №4.1 (поддерживающая коровы);АЛТОНВИТ;4
18.10.2021;RU3101090128616;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
18.10.2021;RU3101090130035;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
19.10.2021;NL0944831539;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
20.10.2021;RU3101090129208;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
21.10.2021;RU3101090129564;Схема №32.3 (поддерживающая молодняк);RING+ANT;1
21.10.2021;RU3101090120413;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
22.10.2021;RU3101090117764;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
23.10.2021;RU3110204122130;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
23.10.2021;RU3101090127020;Схема №24.1 (острое гипергликемическое состояние);СХ№21.1;4
25.10.2021;RU3110204121138;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
27.10.2021;DE0537930213;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
27.10.2021;NL0933820829;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
29.10.2021;RU3111005008633;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
29.10.2021;NL0730011826;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
30.10.2021;RU3101090128296;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
04.11.2021;RU3101100546670;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
07.11.2021;RU3101090115683;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
09.11.2021;RU3110204121294;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
11.11.2021;RU3101090125236;Схема №32.3 (поддерживающая молодняк);ИММУНОФ;1
13.11.2021;RU3101090119159;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
13.11.2021;RU3101090130338;Схема №4.1 (поддерживающая коровы);КАЛЬФОСЕ;4
14.11.2021;RU3110204130881;Схема №22.1 (родовспоможение, отек вымени);ГАБИВИТ;4
16.11.2021;RU3101090130655;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
17.11.2021;RU3101090130655;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
18.11.2021;RU3110204121136;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
19.11.2021;NL0673022329;Схема №24.1 (острое гипергликемическое состояние);GIP;4
21.11.2021;RU3111005002819;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
21.11.2021;NL0867676930;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
21.11.2021;RU3101090156377;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
21.11.2021;RU3101090127999;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
22.11.2021;NL0630374542;Схема №22.1 (родовспоможение, отек вымени);CX№22.1;4
22.11.2021;RU3110204122355;Схема №32.3 (поддерживающая молодняк);РИНГНет схемыЛ;1
23.11.2021;RU3101090130518;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
23.11.2021;RU3101090129863;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
24.11.2021;RU3101090127544;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
25.11.2021;RU3101090128668;Схема №4.1 (поддерживающая коровы);TON+ANT;4
27.11.2021;RU3101090118537;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
28.11.2021;RU3111005016680;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
28.11.2021;RU3101090127544;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
28.11.2021;RU3101090128668;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
29.11.2021;RU3110204140349;Схема №4.1 (поддерживающая коровы);КАЛЬФОТ;4
30.11.2021;RU3101090130655;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
01.12.2021;RU3101090125092;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
01.12.2021;RU3111005007077;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
01.12.2021;CZ0771377961;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
01.12.2021;RU3111005008851;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
01.12.2021;RU3101090126679;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.12.2021;RU3101090130518;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.12.2021;RU3101090126679;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.12.2021;RU3101090128668;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.12.2021;RU3101090126539;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
02.12.2021;RU3101090120884;Схема №32.3 (поддерживающая молодняк);РРИНГЕРА;1
03.12.2021;RU3101090130503;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
04.12.2021;RU3101090118038;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
05.12.2021;RU3101090117597;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
06.12.2021;RU3101090129469;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3101090130745;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
06.12.2021;RU3101090130685;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3101090125092;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3101090130518;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3101090129719;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3101090130655;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
06.12.2021;RU3111005016711;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
07.12.2021;RU3101090127544;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
08.12.2021;RU3101090126679;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
08.12.2021;RU3101150166541;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
08.12.2021;RU3111005017803;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
08.12.2021;RU3101090128233;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
08.12.2021;RU3101090125092;Схема №4.1 (поддерживающая коровы);ВНУТР/БР;4
08.12.2021;RU3101090130655;Схема №4.1 (поддерживающая коровы);ВНУТР/БР;4
09.12.2021;RU3101100547780;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
09.12.2021;RU3101090118537;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
09.12.2021;RU3101090120008;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
10.12.2021;RU3101150109367;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
10.12.2021;RU3110204121341;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
10.12.2021;RU3110204140806;Схема №4.1 (поддерживающая коровы);КАЛЬФОТО;4
11.12.2021;RU3101090130546;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
11.12.2021;RU3101090118669;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
11.12.2021;RU3101090117787;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
11.12.2021;RU3101090125922;Схема №4.1 (поддерживающая коровы);КАЛЬФОТО;4
12.12.2021;RU3101090130546;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
12.12.2021;RU3101090130518;Схема №4.1 (поддерживающая коровы);АНТИТОКС;4
12.12.2021;RU3111005007416;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
13.12.2021;RU3101090156417;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
13.12.2021;DE0361235129;Схема №24.1 (острое гипергликемическое состояние);GIPOF;4
13.12.2021;RU3111005048851;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
13.12.2021;DE1603714343;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
14.12.2021;RU3101090126029;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
14.12.2021;RU3101090120358;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
14.12.2021;RU3111005017619;Схема №4.1 (поддерживающая коровы);КАЛЬФ;4
15.12.2021;RU3101090130655;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
15.12.2021;RU3101100502618;Схема №4.1 (поддерживающая коровы);БОРГ;4
15.12.2021;RU3101090118297;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
16.12.2021;RU3101090120278;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
16.12.2021;RU3101090125556;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
16.12.2021;RU3110204130568;Схема №4.1 (поддерживающая коровы);КАЛЬ+АЛМ;4
16.12.2021;RU3111005048851;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
17.12.2021;RU3101090126328;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
17.12.2021;RU3101090129385;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
18.12.2021;RU3101090129712;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
18.12.2021;RU3101090129719;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
19.12.2021;RU3101090129385;Схема №22.1 (родовспоможение, отек вымени);СХ№22.1;4
21.12.2021;RU3110204130293;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
22.12.2021;RU3110204121136;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
22.12.2021;RU3101090126088;Схема №4.1 (поддерживающая коровы);КАЛЬФОТО;4
23.12.2021;RU3101090126602;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
23.12.2021;RU3101090129187;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
23.12.2021;RU3101090129746;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
23.12.2021;RU3101090130593;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
23.12.2021;RU3101090130593;Схема №4.1 (поддерживающая коровы);КЦНет схемыСЕРДЦ;4
23.12.2021;RU3101090130593;Схема №4.1 (поддерживающая коровы);СЕРДЦЕ;4
24.12.2021;RU3101090128376;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
24.12.2021;RU3111005016760;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
24.12.2021;NL6287436463;Схема №22.1 (родовспоможение, отек вымени);CX22.1;4
25.12.2021;RU3101090129607;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
25.12.2021;RU3101150166555;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
27.12.2021;RU3101090129429;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
27.12.2021;RU3101090129719;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
27.12.2021;RU3101090126602;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
28.12.2021;NL0874158407;Схема №24.1 (острое гипергликемическое состояние);GIPOFIZ;4
28.12.2021;RU3101090130223;Схема №4.1 (поддерживающая коровы);ДРЕНЧ;4
28.12.2021;RU3110204123172;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
28.12.2021;RU3110204121960;Схема №4.1 (поддерживающая коровы);КАЛЬФ;4
29.12.2021;RU3110204121457;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
29.12.2021;RU3110204130210;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
29.12.2021;RU3111501009812;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
29.12.2021;RU3110204122301;Схема №4.1 (поддерживающая коровы);БОРГЛ;4
29.12.2021;RU3110204123172;Схема №22.1 (родовспоможение, отек вымени);ДЕКСА;4
29.12.2021;RU3101090129563;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
29.12.2021;RU3101050305169;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
30.12.2021;RU3101090116620;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
30.12.2021;RU3101090125236;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
30.12.2021;RU3110204123044;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
30.12.2021;NL0753352072;Схема №4.1 (поддерживающая коровы);KAPELNIC;4
31.12.2021;RU3101150140173;Схема №4.1 (поддерживающая коровы);КАЛЬФОС;4
31.12.2021;RU3101090117075;Схема №22.1 (родовспоможение, отек вымени);DEKSA;4
31.12.2021;RU3101090128376;Схема №4.1 (поддерживающая коровы);КАПЕЛЬНЦ;4
