Date;CowID;DeathReason
11.08.2022;RU3111005007065;НОВОТ060
11.08.2022;NL0694344251;НОВОТ060
11.08.2022;NL0687252233;НОВОТ060
13.08.2022;RU3101100503498;ЗДОРОВЬЕ
13.08.2022;NL0881488506;НОВОТ060
13.08.2022;NL0670413412;НОВОТ060
13.08.2022;RU3111005170107;НОВОТ060
13.08.2022;RU3111005008140;НОВОТ060
14.08.2022;DE0360207663;ЗДОРОВЬЕ
15.08.2022;RU3111005016294;ЗДОРОВЬЕ
15.08.2022;RU3111005016370;ЗДОРОВЬЕ
16.08.2022;DE1405754282;НОВОТ060
16.08.2022;RU3111005007026;ЗДОРОВЬЕ
16.08.2022;NL0748212994;ЗДОРОВЬЕ
16.08.2022;RU3101090129377;ЗДОРОВЬЕ
16.08.2022;RU3111005170083;ЗДОРОВЬЕ
16.08.2022;DE0361336265;НОВОТ060
17.08.2022;RU3110204120555;ЗДОРОВЬЕ
18.08.2022;NL0720239557;ЗДОРОВЬЕ
18.08.2022;RU3101090156416;ЗДОРОВЬЕ
18.08.2022;NL0642771887;ЗДОРОВЬЕ
18.08.2022;RU3110204123810;ЗДОРОВЬЕ
18.08.2022;RU3110204123585;ЗДОРОВЬЕ
18.08.2022;RU3110204123608;ЗДОРОВЬЕ
18.08.2022;RU3101090156522;ЗДОРОВЬЕ
18.08.2022;RU3111005008903;ЗДОРОВЬЕ
19.08.2022;RU3101090159160;НОВОТ060
19.08.2022;RU3101090118043;ЗДОРОВЬЕ
19.08.2022;NL0598203010;НОВОТ060
19.08.2022;NL0843140480;ЗДОРОВЬЕ
19.08.2022;DE1504473391;ЗДОРОВЬЕ
19.08.2022;RU3101100548572;ЗДОРОВЬЕ
20.08.2022;RU3101090130000;ЗДОРОВЬЕ
21.08.2022;DE0358611034;ЗДОРОВЬЕ
21.08.2022;RU3101090118845;ЗДОРОВЬЕ
21.08.2022;RU3101090119639;НОВОТ060
21.08.2022;RU3101100548573;ЗДОРОВЬЕ
21.08.2022;RU3101090126270;ЗДОРОВЬЕ
22.08.2022;RU3111005160051;ЗДОРОВЬЕ
22.08.2022;RU3101100503376;ЗДОРОВЬЕ
23.08.2022;RU3111005160050;ЗДОРОВЬЕ
23.08.2022;RU3110204123116;ЗДОРОВЬЕ
24.08.2022;RU3111005007578;НОВОТ060
24.08.2022;RU3111005017281;НОВОТ060
24.08.2022;NL0639881700;НОВОТ060
24.08.2022;RU3101100547606;ЗДОРОВЬЕ
24.08.2022;RU3101150108731;ЗДОРОВЬЕ
24.08.2022;NL0943848514;ЗДОРОВЬЕ
24.08.2022;NL0763360939;ЗДОРОВЬЕ
24.08.2022;DE0360296709;ЗДОРОВЬЕ
24.08.2022;RU3111005017755;ЗДОРОВЬЕ
24.08.2022;RU3111005017158;ЗДОРОВЬЕ
25.08.2022;NL0669177800;ЗДОРОВЬЕ
26.08.2022;RU3110204122776;ЗДОРОВЬЕ
27.08.2022;DE0358665841;ЗДОРОВЬЕ
27.08.2022;DE0360318239;ЗДОРОВЬЕ
28.08.2022;RU3110204122669;ЗДОРОВЬЕ
28.08.2022;NL0763314176;НОВОТ060
28.08.2022;NL0748291847;НОВОТ060
28.08.2022;RU3111005016277;НОВОТ060
28.08.2022;RU3101090128944;ЗДОРОВЬЕ
28.08.2022;RU3101150108957;НОВОТ060
28.08.2022;RU3101100548690;ЗДОРОВЬЕ
29.08.2022;RU3101090125508;ЗДОРОВЬЕ
29.08.2022;RU3101090119350;ЗДОРОВЬЕ
29.08.2022;RU3101150166454;ЗДОРОВЬЕ
29.08.2022;RU3101090156586;НОВОТ060
30.08.2022;NL0836690071;ЗДОРОВЬЕ
30.08.2022;RU3111005003748;ЗДОРОВЬЕ
30.08.2022;DE0361000101;НОВОТ060
30.08.2022;RU3101090117097;НОВОТ060
30.08.2022;RU3111005048050;ЗДОРОВЬЕ
30.08.2022;RU3101090127599;НОВОТ060
30.08.2022;RU3111005170076;ЗДОРОВЬЕ
31.08.2022;RU3101090117689;ЗДОРОВЬЕ
31.08.2022;RU3101090120023;ЗДОРОВЬЕ
31.08.2022;RU3101090128976;ЗДОРОВЬЕ
31.08.2022;DE0538578290;ЗДОРОВЬЕ
31.08.2022;NL0695779632;ЗДОРОВЬЕ
31.08.2022;RU3101090130266;ЗДОРОВЬЕ
31.08.2022;RU3101090130515;НОВОТ060
31.08.2022;RU3101090120923;ЗДОРОВЬЕ
01.09.2022;RU3101150166551;ЗДОРОВЬЕ
01.09.2022;RU3101090120783;ЗДОРОВЬЕ
01.09.2022;RU3101090127777;ЗДОРОВЬЕ
01.09.2022;RU3101090129862;ЗДОРОВЬЕ
01.09.2022;DE0360689541;НОВОТ060
01.09.2022;RU3101090102497;ЗДОРОВЬЕ
01.09.2022;NL0684604239;ЗДОРОВЬЕ
01.09.2022;RU3111005017026;ЗДОРОВЬЕ
02.09.2022;RU3101090118481;НОВОТ060
02.09.2022;RU3101090157103;ЗДОРОВЬЕ
02.09.2022;RU3101090118853;ЗДОРОВЬЕ
02.09.2022;RU3111005160105;ЗДОРОВЬЕ
02.09.2022;RU3101090119859;ЗДОРОВЬЕ
02.09.2022;RU3101090129914;НОВОТ060
02.09.2022;RU3101100549999;НОВОТ060
02.09.2022;RU3101150108370;НОВОТ060
02.09.2022;RU3101090129863;НОВОТ060
03.09.2022;RU3101150140451;ЗДОРОВЬЕ
03.09.2022;RU3101090130314;ЗДОРОВЬЕ
04.09.2022;RU3101090119194;ВОСПРОИЗ
04.09.2022;RU3101090129964;ЗДОРОВЬЕ
04.09.2022;RU3110901180403;ЗДОРОВЬЕ
04.09.2022;RU3110204130971;ЗДОРОВЬЕ
04.09.2022;RU3111005003206;ЗДОРОВЬЕ
04.09.2022;RU3110204130712;ЗДОРОВЬЕ
04.09.2022;NL0877047292;ЗДОРОВЬЕ
04.09.2022;NL0730745350;ЗДОРОВЬЕ
04.09.2022;NL0733413380;ЗДОРОВЬЕ
04.09.2022;NL0679516570;ЗДОРОВЬЕ
05.09.2022;RU3101090120192;ЗДОРОВЬЕ
05.09.2022;RU3110204130629;ЗДОРОВЬЕ
05.09.2022;RU3110204123302;ЗДОРОВЬЕ
05.09.2022;DE1603714343;ЗДОРОВЬЕ
06.09.2022;RU3101150166490;НОВОТ060
06.09.2022;RU3110204120393;ЗДОРОВЬЕ
06.09.2022;RU3101150166704;ЗДОРОВЬЕ
06.09.2022;HU3353009344;ЗДОРОВЬЕ
06.09.2022;RU3111005048982;НОВОТ060
06.09.2022;RU3101090126770;ЗДОРОВЬЕ
08.09.2022;RU3110204123888;ЗДОРОВЬЕ
08.09.2022;RU3110204120035;ВОСПРОИЗ
08.09.2022;RU3111005016763;ЗДОРОВЬЕ
08.09.2022;RU3101090127455;ЗДОРОВЬЕ
08.09.2022;RU3111005017618;НОВОТ060
09.09.2022;RU3110204140644;НОВОТ060
09.09.2022;RU3101100502673;НОВОТ060
09.09.2022;RU3110204120924;НОВОТ060
09.09.2022;RU3101090129142;ЗДОРОВЬЕ
09.09.2022;RU3111005017067;ЗДОРОВЬЕ
10.09.2022;RU3110204120164;ЗДОРОВЬЕ
11.09.2022;RU3101150140066;ЗДОРОВЬЕ
11.09.2022;RU3111005046117;ЗДОРОВЬЕ
11.09.2022;RU3101090120109;ЗДОРОВЬЕ
11.09.2022;RU3101100502602;ЗДОРОВЬЕ
11.09.2022;NL0725355478;ЗДОРОВЬЕ
11.09.2022;RU3101090129968;ЗДОРОВЬЕ
12.09.2022;NL0653336806;ЗДОРОВЬЕ
12.09.2022;RU3101090119479;ЗДОРОВЬЕ
13.09.2022;RU3111005170343;НОВОТ060
13.09.2022;RU3101150173892;ЗДОРОВЬЕ
13.09.2022;RU3101090128436;ЗДОРОВЬЕ
13.09.2022;DE0539337056;ЗДОРОВЬЕ
15.09.2022;RU3110204124008;НОВОТ060
15.09.2022;RU3110204121741;ЗДОРОВЬЕ
16.09.2022;RU3111005017138;НОВОТ060
16.09.2022;RU3111005046294;ЗДОРОВЬЕ
17.09.2022;RU3111005048003;ЗДОРОВЬЕ
17.09.2022;RU3101100549215;НОВОТ060
