Date;CowID;TraumaSchema;TraumaPrep;TraumaDays
30.11.2021;RU3111005017279;Схема №3.6 Рана;ТР ВЫМ;6
01.12.2021;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
01.12.2021;RU3101090127784;Схема №3.6 Рана;АРТРОЗ;6
02.12.2021;RU3101090120884;Схема №3.6 Рана;ТР ВЫМ;6
02.12.2021;RU3101090119856;Схема №3.6 Рана;ТР ВЫМ;6
03.12.2021;DE0358674341;Схема №3.6 Рана;АРТРОЗ;6
03.12.2021;RU3101090120720;Схема №3.6 Рана;ДЕФРСВЯЗ;6
05.12.2021;RU3101090116900;Схема №3.6 Рана;АРТРОЗ;6
05.12.2021;RU3110204122575;Схема №3.6 Рана;АРТРОЗ;6
05.12.2021;RU3101090119237;Схема №3.6 Рана;АРТРОЗ;6
05.12.2021;RU3101090119697;Схема №3.6 Рана;ТР ВЫМ;6
05.12.2021;RU3101090120021;Схема №3.6 Рана;ТР ВЫМ;6
05.12.2021;RU3101090117764;Схема №3.6 Рана;АРТРОЗ;6
06.12.2021;RU3101090127784;Схема №3.6 Рана;АРТРОЗ;6
06.12.2021;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
07.12.2021;RU3101090119856;Схема №3.6 Рана;ТРВЫМЕНИ;6
08.12.2021;DE0358674341;Схема №3.6 Рана;АРТРОЗ;6
08.12.2021;RU3101090120720;Схема №3.6 Рана;ДЕФСВЯЗ;6
09.12.2021;RU3101090119909;Схема №3.6 Рана;НЕКР ПАЛ;6
10.12.2021;RU3101090117764;Схема №3.6 Рана;АРТРОЗ;6
10.12.2021;RU3101090119237;Схема №3.6 Рана;АРТРОЗ;6
10.12.2021;RU3101090116900;Схема №3.6 Рана;АРТРОЗ;6
11.12.2021;RU3101090127784;Нет схемы;АРТРОЗ;0
11.12.2021;RU3101090116582;Нет схемы;АРТРОЗ;0
13.12.2021;RU3101090118669;Схема №3.6 Рана;ДЕФВЫМЕН;6
13.12.2021;RU3101090119237;Схема №3.6 Рана;ВЫБРАК;6
13.12.2021;DE0358674341;Схема №3.6 Рана;ВЫБРАК;6
13.12.2021;RU3101090120358;Схема №3.6 Рана;СЫЧУГ;6
13.12.2021;RU3101090127784;Схема №3.6 Рана;ВЫБРАК;6
13.12.2021;RU3101090117877;Схема №3.6 Рана;СЫЧУГ;6
13.12.2021;RU3101090116900;Схема №3.6 Рана;ВЫБРАК;6
13.12.2021;RU3101090120720;Схема №3.6 Рана;ДЕФСВЯЗ;6
13.12.2021;RU3101090117764;Схема №3.6 Рана;ВЫБРАК;6
13.12.2021;RU3101090116582;Схема №3.6 Рана;ВЫБРАК;6
15.12.2021;RU3101090116900;Схема №3.6 Рана;АРТРОЗ;6
15.12.2021;RU3101090125556;Схема №3.7 Растяжение;ИНФЛАРТ;4
15.12.2021;RU3101090117764;Схема №3.6 Рана;АРТРОЗ;6
16.12.2021;RU3101090120206;Схема №3.6 Рана;АРТРОЗ;6
16.12.2021;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
16.12.2021;RU3101090156293;Схема №3.6 Рана;СЫЧУГ;6
17.12.2021;RU3101090120638;Схема №3.6 Рана;ГПКР;6
17.12.2021;DE0360995543;Схема №3.6 Рана;ГПКР;6
17.12.2021;RU3101090119751;Схема №3.6 Рана;ГПКР;6
18.12.2021;DE0358613788;Схема №3.6 Рана;АРТРОЗ;6
18.12.2021;RU3101090116582;Схема №3.6 Рана;АБСЦЕСС;6
18.12.2021;RU3111005016402;Схема №3.6 Рана;ТУГОДОЙ;6
19.12.2021;RU3101090125961;Схема №3.6 Рана;НЕВЫД;6
21.12.2021;RU3101090118487;Схема №3.6 Рана;ТУГОДОЙ;6
21.12.2021;RU3101090118669;Схема №3.6 Рана;ТРВЫМЕНИ;6
21.12.2021;RU3101090156293;Схема №3.6 Рана;СЫЧУГ;6
23.12.2021;RU3101090116582;Схема №3.6 Рана;АБСЦЕСС;6
23.12.2021;DE0358613788;Схема №3.6 Рана;АРТРОЗ;6
23.12.2021;RU3101090127784;Схема №3.6 Рана;АРТРОЗ;6
23.12.2021;RU3101090116900;Схема №3.6 Рана;АРТРОЗ;6
23.12.2021;RU3101090119243;Схема №3.6 Рана;ТРЛОКСУС;6
23.12.2021;RU3101090118669;Схема №3.7 Растяжение;ИНФЛАРТ;4
24.12.2021;DE0360847816;Схема №3.6 Рана;КОНТРАК4;6
24.12.2021;RU3101090109147;Схема №3.6 Рана;ТРВЫМЕНИ;6
24.12.2021;RU3101090118669;Схема №3.7 Растяжение;ИНФЛАРТ;4
24.12.2021;RU3101090119243;Схема №3.6 Рана;ТРЛОКСУС;6
25.12.2021;RU3101090118376;Схема №3.6 Рана;ТРВЫМЕН;6
25.12.2021;RU3101090116156;Схема №3.6 Рана;ТР СОСКА;6
25.12.2021;RU3101100546654;Схема №3.7 Растяжение;СХ3.7;4
26.12.2021;RU3101090118669;Схема №3.6 Рана;ТРВЫМЕН;6
26.12.2021;RU3101090117075;Схема №3.6 Рана;КРОВЬ;6
26.12.2021;RU3101090118371;Схема №3.6 Рана;ТРВЫМЕНИ;6
26.12.2021;RU3101090116639;Схема №3.6 Рана;ТРАВМАТИ;6
27.12.2021;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
27.12.2021;RU3111005048038;Схема №3.6 Рана;АРТРОЗ;6
27.12.2021;DE0358674341;Схема №3.6 Рана;АРТРОЗ;6
27.12.2021;RU3101090119237;Схема №3.6 Рана;АРТРОЗ;6
28.12.2021;RU3101090120206;Схема №3.6 Рана;АРТРОЗ;6
28.12.2021;RU3111005048076;Схема №3.6 Рана;ТР СПИНЫ;6
28.12.2021;RU3101100546654;Схема №3.7 Растяжение;СХ3.7;4
28.12.2021;RU3101150166546;Схема №3.6 Рана;ТУГОДОЙ;6
28.12.2021;NL0939342088;Схема №3.6 Рана;РАЗРЫВШМ;6
29.12.2021;DE0360996223;Схема №3.7 Растяжение;СХ3.7;4
30.12.2021;NL0844341907;Схема №3.6 Рана;Т.ВЫМЕНИ;6
31.12.2021;RU3101090116639;Схема №3.6 Рана;ТРАВМНет схемыЗМ;6
01.01.2022;RU3101090118821;Схема №3.6 Рана;БУРСИТ;6
01.01.2022;RU3101090156961;Схема №3.6 Рана;СПАЙКИ;6
01.01.2022;RU3101100546654;Схема №3.7 Растяжение;СХ3.7;4
02.01.2022;RU3111005048076;Схема №3.6 Рана;АРТРОЗ;6
02.01.2022;RU3101090118376;Схема №3.6 Рана;ГПКР;6
02.01.2022;RU3101090119243;Схема №3.6 Рана;ТРАВМА1К;6
02.01.2022;RU3101090127836;Схема №3.6 Рана;ГПКР;6
02.01.2022;RU3101150166546;Схема №3.6 Рана;ТУГОДОЙ;6
03.01.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
04.01.2022;RU3101090156423;Схема №3.7 Растяжение;ИНФЛАРТ;4
04.01.2022;RU3110204122367;Схема №3.6 Рана;ТР СПИНЫ;6
04.01.2022;RU3101090116639;Схема №3.6 Рана;НЕФРИТ;6
04.01.2022;RU3101100546654;Схема №3.7 Растяжение;СХ3.7;4
04.01.2022;RU3110204130633;Схема №3.6 Рана;РАЗРЫВ3QCОСОК;6
07.01.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
07.01.2022;RU3101090118376;Схема №3.6 Рана;ТРВЫМЕН;6
07.01.2022;RU3101150166546;Схема №3.6 Рана;ТУГОДОЙ;6
07.01.2022;RU3101100546654;Схема №3.7 Растяжение;СХ3.7;4
07.01.2022;DE0360996223;Схема №3.7 Растяжение;СХ3.7;4
08.01.2022;RU3101090120085;Схема №3.7 Растяжение;ИНФЛАРТ;4
08.01.2022;RU3101090118669;Схема №3.6 Рана;АГАЛАКТ;6
08.01.2022;RU3101090115895;Схема №3.6 Рана;ИНОРТЕЛО;6
09.01.2022;RU3101090130555;Схема №3.6 Рана;АРТРОЗ;6
09.01.2022;RU3111005048076;Схема №3.6 Рана;АРТРОЗ;6
09.01.2022;RU3101090120385;Схема №3.6 Рана;ГИПОГАЛА;6
10.01.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
10.01.2022;RU3101090120283;Схема №3.6 Рана;ТР ВЫМЕН;6
11.01.2022;NL0657473044;Схема №3.7 Растяжение;СХ3.7;4
11.01.2022;RU3101090118055;Схема №3.6 Рана;АРТРОЗ;6
11.01.2022;NL0729949035;Схема №3.6 Рана;ТР.ВУЛЬВЫ;6
12.01.2022;NL0643113268;Схема №3.6 Рана;ТР.ВУЛЬВЫ;6
13.01.2022;RU3101090156931;Схема №3.7 Растяжение;ИНФЛАРТ;4
13.01.2022;DE0358665609;Схема №3.7 Растяжение;ИНФЛАРТ;4
13.01.2022;RU3101090120224;Схема №3.7 Растяжение;ИНФЛАРТ;4
13.01.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
13.01.2022;RU3101090120821;Схема №3.7 Растяжение;ИНФЛАРТ;4
13.01.2022;RU3111005016916;Схема №3.7 Растяжение;СХ3.7;4
14.01.2022;RU3101090130555;Схема №3.6 Рана;АРТРОЗ;6
15.01.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
15.01.2022;RU3111005017808;Схема №3.6 Рана;АРТРОЗ;6
16.01.2022;RU3101090120730;Нет схемы;ТРБЕДР4К;0
16.01.2022;RU3101090156398;Схема №3.6 Рана;ТРАВМАТИ;6
16.01.2022;RU3101090117121;Схема №3.6 Рана;ШОК;6
16.01.2022;RU3111005016582;Схема №3.6 Рана;ТР ВЫМ;6
16.01.2022;RU3101090120821;Схема №3.7 Растяжение;ИНФЛАРТ;4
17.01.2022;RU3101090118371;Схема №3.6 Рана;ТУГОДОЙ;6
17.01.2022;DE0358674341;Схема №3.6 Рана;ТУГОДОЙ;6
17.01.2022;NL0686754480;Схема №3.7 Растяжение;СХ3.7;4
17.01.2022;NL0614649417;Схема №3.7 Растяжение;СХ3.7;4
17.01.2022;RU3101090118376;Схема №3.6 Рана;ТР ВЫМ;6
18.01.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
18.01.2022;RU3101090120869;Схема №3.6 Рана;ТР ХВОСТ;6
18.01.2022;RU3101090129282;Схема №3.6 Рана;ТР ВЛАГ;6
19.01.2022;RU3101090156377;Схема №3.6 Рана;ХР ПНЕВ;6
19.01.2022;RU3101090156498;Схема №3.6 Рана;АРТРОЗ;6
19.01.2022;RU3101090120489;Схема №3.6 Рана;АРТРОЗ;6
19.01.2022;RU3101090120821;Схема №3.7 Растяжение;ИНФЛАРТ;4
19.01.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
19.01.2022;RU3101090120152;Схема №3.6 Рана;АБСЦЕСС;6
20.01.2022;RU3111005016734;Схема №3.6 Рана;ЗАЩ НЕРВ;6
20.01.2022;RU3111005017808;Схема №3.6 Рана;АРТРОЗ;6
20.01.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
20.01.2022;RU3101090120279;Схема №3.6 Рана;АРТРОЗ;6
20.01.2022;RU3111005016734;Схема №3.7 Растяжение;ИНФЛАРТ;4
20.01.2022;NL0686754480;Схема №3.7 Растяжение;СХ3.7;4
21.01.2022;RU3101090116521;Схема №3.6 Рана;ТР СПИНЫ;6
21.01.2022;RU3101090119997;Схема №3.6 Рана;ТР СВЯЗК;6
21.01.2022;NL0720220739;Схема №3.7 Растяжение;СХ3.7;4
22.01.2022;RU3101090118376;Схема №3.6 Рана;ТРВЫМЕНИ;6
22.01.2022;RU3101090120821;Схема №3.7 Растяжение;ИНФЛАРТ;4
23.01.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
23.01.2022;RU3101100546855;Схема №3.7 Растяжение;СХ3.7;4
23.01.2022;RU3101100546855;Схема №3.6 Рана;ПЕРЕЛОМ 3Q;6
23.01.2022;NL0684663432;Схема №3.6 Рана;СПАЙКИ МАТК;6
23.01.2022;RU3110204122823;Схема №3.6 Рана;СПАЙКИ МАТК;6
23.01.2022;NL0921643151;Схема №3.7 Растяжение;УПАЛАНАДОЙКЕ;4
24.01.2022;RU3101090156498;Схема №3.6 Рана;АРТРОЗ;6
24.01.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
24.01.2022;RU3101090120402;Схема №3.6 Рана;АРТРОЗ;6
24.01.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
24.01.2022;RU3101090120489;Схема №3.6 Рана;АРТРОЗ;6
24.01.2022;RU3101090120152;Схема №3.6 Рана;АБСЦЕСС;6
24.01.2022;RU3101090120283;Схема №3.6 Рана;СЕПСИС;6
24.01.2022;RU3110204130633;Схема №3.6 Рана;3Q РЕЗИНКА;6
25.01.2022;NL0866089144;Схема №3.7 Растяжение;СХ3.7;4
25.01.2022;RU3111005016734;Схема №3.7 Растяжение;ИНФЛАРТ;4
25.01.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
25.01.2022;RU3101090119997;Схема №3.6 Рана;ТР СВЯЗК;6
25.01.2022;RU3101090120279;Схема №3.6 Рана;АРТРОЗ;6
25.01.2022;RU3101090120152;Схема №3.6 Рана;ТР СПИНЫ;6
25.01.2022;RU3101090120009;Схема №3.6 Рана;ТР БЕДРА;6
26.01.2022;RU3101090119712;Схема №3.6 Рана;ГПКР;6
26.01.2022;RU3101090118832;Схема №3.6 Рана;ГПКР;6
26.01.2022;RU3101090117615;Схема №3.6 Рана;ГПКР;6
26.01.2022;NL0760169388;Схема №3.7 Растяжение;СХ3.7;4
27.01.2022;DE0358664388;Схема №3.6 Рана;ТР 1К;6
27.01.2022;RU3101090118921;Схема №3.6 Рана;ТР СОСКА;6
28.01.2022;RU3101090156787;Схема №3.7 Растяжение;ИНФЛАРТ;4
28.01.2022;RU3101090120487;Схема №3.6 Рана;ПОЛИАРТР;6
28.01.2022;RU3101090117787;Схема №3.6 Рана;НД;6
28.01.2022;RU3101090120087;Схема №3.6 Рана;ГИПОГАЛ;6
29.01.2022;RU3101090120402;Схема №3.6 Рана;АРТРОЗ;6
29.01.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
29.01.2022;RU3101090156498;Схема №3.6 Рана;АРТРОЗ;6
29.01.2022;RU3101090120573;Схема №3.6 Рана;CC;6
29.01.2022;RU3101090120152;Схема №3.6 Рана;АБСЦЕСС;6
29.01.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
29.01.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
29.01.2022;RU3111005003482;Схема №3.6 Рана;СХ3.6;6
30.01.2022;RU3101090120573;Схема №3.6 Рана;Н.О.В.;6
30.01.2022;RU3101090156293;Схема №3.6 Рана;ИНОРТЕЛО;6
30.01.2022;RU3101090120009;Схема №3.6 Рана;ТРБЕДРА;6
30.01.2022;RU3101090127020;Схема №3.7 Растяжение;ИНФЛАРТ;4
30.01.2022;RU3101090156428;Схема №3.6 Рана;АРТРОЗ;6
30.01.2022;RU3101090119837;Схема №3.7 Растяжение;ИНФЛАРТ;4
30.01.2022;RU3101090117615;Схема №3.6 Рана;ГИПОГАЛА;6
30.01.2022;RU3101090120152;Схема №3.6 Рана;РЕЗЕКЦИС;6
30.01.2022;DE0358690822;Схема №3.6 Рана;АРТРОЗ;6
31.01.2022;RU3101090118053;Схема №3.6 Рана;КОНЪЮНКТ;6
31.01.2022;RU3101090117121;Схема №3.7 Растяжение;ИНФЛАРТ;4
31.01.2022;RU3101090117121;Схема №3.6 Рана;РАЗВСВЯЗ;6
31.01.2022;RU3101100547416;Схема №3.6 Рана;КОНЪЮНКТ;6
31.01.2022;RU3101090129339;Схема №3.7 Растяжение;ИНФЛАРТ;4
31.01.2022;RU3101090118376;Схема №3.6 Рана;ГПКР;6
31.01.2022;RU3101150166546;Схема №3.6 Рана;АБСЦЕСС;6
31.01.2022;RU3101090120734;Схема №3.6 Рана;ПЕРИТОНИ;6
31.01.2022;RU3101090120734;Схема №3.6 Рана;ПЕРЕТОНИ;6
01.02.2022;RU3101090118055;Схема №3.6 Рана;Н.О.Д.А.;6
01.02.2022;RU3101090120734;Схема №3.6 Рана;СЕПСИС;6
01.02.2022;RU3101090156787;Схема №3.7 Растяжение;ИНФЛАРТ;4
01.02.2022;RU3101090118055;Схема №3.6 Рана;НОВ;6
01.02.2022;DE0358676088;Схема №3.6 Рана;ГИПОГАЛА;6
01.02.2022;RU3111005017808;Схема №3.6 Рана;АРТРОЗ;6
01.02.2022;RU3101090120489;Схема №3.6 Рана;АРТРОЗ;6
01.02.2022;RU3101090119630;Схема №3.6 Рана;ГПКР;6
01.02.2022;RU3101090120152;Схема №3.6 Рана;АБСЦЕСС;6
01.02.2022;RU3101090120385;Схема №3.6 Рана;ТР ВЫМЕН;6
01.02.2022;RU3101090118832;Схема №3.6 Рана;ГПКР;6
01.02.2022;RU3101090118921;Схема №3.6 Рана;ТР СОСКА;6
01.02.2022;RU3110204130938;Схема №3.6 Рана;СХ3.6;6
01.02.2022;DE0360198357;Схема №3.6 Рана;ПЕРЕЛОМ3;6
02.02.2022;RU3101090119837;Схема №3.7 Растяжение;ИНФЛАРТ;4
02.02.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
02.02.2022;RU3101090120279;Схема №3.6 Рана;АРТРОЗ;6
02.02.2022;RU3101090127020;Схема №3.7 Растяжение;ИНФЛАРТ;4
02.02.2022;DE0360198357;Схема №3.7 Растяжение;ИНФЛАРТ;4
02.02.2022;RU3101090120664;Схема №3.6 Рана;ТР ВЛАГ;6
03.02.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
03.02.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
03.02.2022;RU3101090156498;Схема №3.6 Рана;АРТРОЗ;6
03.02.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
03.02.2022;RU3101090120402;Схема №3.6 Рана;АРТРОЗ;6
03.02.2022;NL0583225085;Схема №3.7 Растяжение;СХ3.7;4
04.02.2022;DE0361091585;Схема №3.6 Рана;АРТРОЗ4К;6
04.02.2022;RU3101090120009;Схема №3.6 Рана;ТРБЕДРА;6
04.02.2022;RU3101090156428;Схема №3.6 Рана;АРТРОЗ4К;6
04.02.2022;RU3101090156787;Схема №3.7 Растяжение;ИНФЛАРТ;4
05.02.2022;DE1504387148;Схема №3.6 Рана;ТРАВМА 3.6;6
05.02.2022;RU3101090130555;Схема №3.6 Рана;АРТРОЗ3;6
05.02.2022;RU3111005016684;Схема №3.7 Растяжение;ИНФЛАРТ;4
05.02.2022;RU3101090156249;Схема №3.6 Рана;ТРБЕДРА;6
06.02.2022;RU3101090120188;Схема №3.6 Рана;АРТРОЗ;6
06.02.2022;RU3101090120574;Схема №3.7 Растяжение;ИНФЛАРТ;4
06.02.2022;RU3111005016628;Схема №3.7 Растяжение;ИНФЛАРТ;4
06.02.2022;RU3101090120385;Схема №3.6 Рана;ТР ВЫМ;6
07.02.2022;RU3101090130555;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3101090116582;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3101090120009;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3101090118055;Схема №3.6 Рана;ТРКРЕСТЦ;6
07.02.2022;RU3101090120493;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3101090117121;Схема №3.7 Растяжение;ИНФЛАРТ;4
07.02.2022;RU3101090156415;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3111005016628;Схема №3.7 Растяжение;ИНФЛАРТ;4
07.02.2022;RU3101090120211;Схема №3.6 Рана;АРТРОЗ;6
07.02.2022;RU3101090117121;Схема №3.6 Рана;ВЫВИХ 2Q;6
07.02.2022;RU3101090119159;Схема №3.6 Рана;КОНЬЮНКТ;6
07.02.2022;RU3101090118376;Схема №3.6 Рана;ГИПЕРКЕР;6
07.02.2022;RU3101090117787;Схема №3.6 Рана;АБЦ ВЫМ;6
08.02.2022;RU3101090120402;Схема №3.6 Рана;АРТРОЗ;6
08.02.2022;RU3101090156446;Схема №3.6 Рана;АРТРОЗ;6
08.02.2022;RU3101090156498;Схема №3.6 Рана;АРТРОЗ;6
08.02.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
08.02.2022;RU3101090156961;Схема №3.6 Рана;ШОВ;6
09.02.2022;RU3101150166546;Схема №3.6 Рана;ТР ВЫМЕН;6
09.02.2022;RU3101090156550;Схема №3.6 Рана;АРТРОЗ;6
09.02.2022;RU3101090120152;Схема №3.6 Рана;ТР ВЫМЕН;6
09.02.2022;RU3111005017808;Схема №3.6 Рана;НЕКР ПЛЦ;6
09.02.2022;RU3101090156428;Схема №3.6 Рана;АРТРОЗ4К;6
10.02.2022;RU3101090157093;Схема №3.6 Рана;ТР БЕДРА;6
10.02.2022;RU3101090118055;Схема №3.6 Рана;ТРКРЕСТЦ;6
11.02.2022;RU3101090156428;Схема №3.6 Рана;АРТРОЗ;6
11.02.2022;RU3101100547544;Схема №3.6 Рана;АРТРОЗ;6
11.02.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
11.02.2022;RU3101090156676;Схема №3.6 Рана;АРТРОЗ;6
11.02.2022;RU3101090119998;Схема №3.6 Рана;АРТРОЗ;6
11.02.2022;RU3101090120402;Схема №3.6 Рана;УШИБПАЛ;6
11.02.2022;RU3101090156498;Схема №3.6 Рана;НЕКРПАЛ;6
11.02.2022;RU3101090119676;Схема №3.6 Рана;ТР ВЫМ;6
11.02.2022;RU3101090157093;Схема №3.6 Рана;ТР БЕДРА;6
11.02.2022;RU3111005048059;Схема №3.7 Растяжение;ИНФЛАРТ;4
11.02.2022;RU3101090157093;Схема №3.7 Растяжение;ТР БЕДРА;4
12.02.2022;RU3101090118821;Схема №3.6 Рана;ТРАВМАТ;6
12.02.2022;RU3111005016885;Схема №3.6 Рана;ПОЛИАРТР;6
12.02.2022;RU3101090156469;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090119927;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090119159;Схема №3.7 Растяжение;ИНФЛАРТ;4
12.02.2022;RU3101090120188;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090156415;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090120009;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090119939;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;DE0361091585;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090119641;Схема №3.7 Растяжение;ИНФЛАРТ;4
12.02.2022;RU3101090120493;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090119736;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090156688;Схема №3.6 Рана;АРТРОЗ;6
12.02.2022;RU3101090120211;Схема №3.6 Рана;АРТРОЗ;6
13.02.2022;RU3101090130555;Схема №3.6 Рана;АРТРОЗ;6
13.02.2022;RU3111005016582;Схема №3.6 Рана;ТР ВЫМЕН;6
13.02.2022;RU3101090120144;Схема №3.6 Рана;АРТРОЗ;6
14.02.2022;RU3101090156446;Схема №3.6 Рана;ДЕФ СУСТ;6
14.02.2022;RU3101090156522;Схема №3.6 Рана;АРТРОЗ;6
14.02.2022;RU3111005017808;Схема №3.6 Рана;НЕКР ПАЛ;6
14.02.2022;RU3101090156550;Схема №3.6 Рана;НЕКР ПАЛ;6
14.02.2022;RU3111005048059;Схема №3.7 Растяжение;ИНФЛАРТ;4
14.02.2022;RU3101090120152;Схема №3.6 Рана;ТР ВЫМЕН;6
15.02.2022;RU3101090120206;Схема №3.6 Рана;ОТЕК ЛЕГ;6
15.02.2022;RU3101090119328;Схема №3.7 Растяжение;ИНФЛАРТ;4
16.02.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
16.02.2022;RU3101100547544;Схема №3.6 Рана;АРТРОЗ;6
16.02.2022;RU3101090156676;Схема №3.6 Рана;АРТРОЗ;6
16.02.2022;RU3111005046142;Схема №3.6 Рана;НЕТ МОЛОКА;6
17.02.2022;DE0361091585;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090156469;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090156415;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090119736;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090120188;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090120211;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090120009;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3111005016885;Схема №3.6 Рана;ПОЛИАРТР;6
17.02.2022;RU3101090119927;Схема №3.6 Рана;АРТРОЗ;6
17.02.2022;RU3101090119998;Схема №3.6 Рана;НЕКРПАЛЦ;6
18.02.2022;RU3101090119909;Схема №3.7 Растяжение;ИНФЛАРТ;4
18.02.2022;RU3101090156791;Схема №3.7 Растяжение;РАЗРЫВСВ;4
18.02.2022;RU3101090127713;Схема №3.7 Растяжение;ИНФЛАРТ;4
18.02.2022;RU3101090120219;Схема №3.6 Рана;ТУГОДОЙ;6
18.02.2022;RU3111005016582;Схема №3.6 Рана;ТР ВЫМ;6
18.02.2022;RU3101090120385;Схема №3.6 Рана;ТР ВЫМ;6
19.02.2022;RU3101090156641;Схема №3.6 Рана;АРТРОЗ;6
19.02.2022;RU3101090156522;Схема №3.6 Рана;АРТРОЗ;6
19.02.2022;RU3101090120009;Схема №3.6 Рана;РАНАБЕДР;6
19.02.2022;RU3101090156908;Схема №3.6 Рана;ВЫВСУСТ;6
19.02.2022;RU3101090120152;Схема №3.6 Рана;ТРВЫМЕНИ;6
20.02.2022;RU3101090117503;Схема №3.6 Рана;ТРСПИНЫ;6
20.02.2022;RU3101090120010;Схема №3.6 Рана;АРТРОЗ;6
21.02.2022;RU3101090156676;Схема №3.6 Рана;АРТРОЗ;6
21.02.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
21.02.2022;RU3101100547544;Схема №3.6 Рана;АРТРОЗ;6
21.02.2022;DE0360689541;Схема №3.6 Рана;УШИББРПО;6
22.02.2022;RU3101090120010;Схема №3.6 Рана;ТРТАЗА;6
22.02.2022;DE0358841804;Схема №3.6 Рана;БРАК;6
22.02.2022;RU3110204130633;Схема №3.6 Рана;БРАК;6
22.02.2022;RU3101090120211;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090119927;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090120009;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090156415;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090119736;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090120188;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3111005016885;Схема №3.6 Рана;АРТРОЗ;6
22.02.2022;RU3101090156469;Схема №3.6 Рана;АРТРОЗ;6
23.02.2022;NL0843416785;Схема №3.6 Рана;НАДРЫВ 3 СОСОК;6
24.02.2022;RU3101090120797;Схема №3.6 Рана;АБСЦЕСС;6
24.02.2022;RU3101150166546;Схема №3.6 Рана;ТР ХВОСТ;6
24.02.2022;RU3111005046301;Схема №3.6 Рана;АБСНЕСОЗ;6
25.02.2022;RU3101090102525;Схема №3.6 Рана;РЕЗ 4Д;6
25.02.2022;RU3101100549803;Схема №3.6 Рана;ТРТАЗА;6
25.02.2022;RU3101090156641;Схема №3.6 Рана;АРТРОЗ;6
25.02.2022;RU3101090127720;Схема №3.6 Рана;ТРХВОСТА;6
26.02.2022;RU3101090156236;Схема №3.6 Рана;АРТРОЗ;6
26.02.2022;RU3101090156676;Схема №3.6 Рана;АРТРОЗ;6
